maintenance_id,truck_id,maintenance_date,maintenance_type,odometer_reading,labor_hours,labor_cost,parts_cost,total_cost,facility_location,downtime_hours,service_description
maint00000244,trk00001,2022-04-04,inspection,338237,2.5,286.79,4.55,291.34,phoenix,27.5,routine inspection
maint00000245,trk00004,2022-04-04,brake,725557,6.0,679.51,193.29,872.8,indianapolis,5.5,scheduled brake
maint00000246,trk00077,2022-04-04,inspection,72993,3.6,428.8,40.11,468.91,columbus,14.7,scheduled inspection
maint00000247,trk00039,2022-04-04,brake,563160,0.8,71.31,2231.99,2303.3,seattle,19.3,scheduled brake
maint00000248,trk00105,2022-04-04,inspection,628504,0.8,75.95,102.16,178.11,minneapolis,2.8,routine inspection
maint00000249,trk00018,2022-04-05,preventive,650974,6.3,605.33,979.79,1585.12,chicago,40.0,scheduled preventive
maint00000250,trk00085,2022-04-05,repair,588365,6.8,815.74,1938.95,2754.69,oklahoma city,40.9,routine repair
maint00000251,trk00018,2022-04-06,inspection,570320,3.2,275.23,122.62,397.85,detroit,2.4,scheduled inspection
maint00000252,trk00056,2022-04-06,repair,673889,0.6,71.09,3296.97,3368.06,houston,23.0,routine repair
maint00000253,trk00022,2022-04-06,engine,401627,7.7,732.12,801.44,1533.56,philadelphia,17.5,routine engine
maint00000254,trk00072,2022-04-07,tire,53804,7.0,822.85,302.43,1125.28,portland,6.8,scheduled tire
maint00000255,trk00001,2022-04-07,brake,609138,0.6,55.46,3201.35,3256.81,phoenix,44.3,routine brake
maint00000256,trk00019,2022-04-07,preventive,368143,0.7,67.63,3419.19,3486.82,charlotte,2.3,emergency preventive
maint00000257,trk00050,2022-04-07,engine,81610,2.3,276.03,2820.19,3096.22,atlanta,10.7,routine engine
maint00000258,trk00078,2022-04-07,brake,487434,4.1,394.81,1276.02,1670.83,seattle,5.6,emergency brake
maint00000259,trk00032,2022-04-08,tire,642286,2.9,296.42,263.01,559.43,dallas,17.5,emergency tire
maint00000260,trk00118,2022-04-08,tire,289782,1.5,183.84,689.09,872.93,philadelphia,16.7,emergency tire
maint00000261,trk00082,2022-04-08,engine,194156,1.4,119.84,372.0,491.84,los angeles,19.8,emergency engine
maint00000262,trk00086,2022-04-08,inspection,357768,7.2,867.11,97.32,964.43,kansas city,46.8,scheduled inspection
maint00000263,trk00073,2022-04-09,tire,368567,0.6,53.03,3197.6,3250.63,oklahoma city,28.8,routine tire
maint00000264,trk00026,2022-04-09,brake,92307,5.2,491.53,3184.84,3676.37,detroit,14.9,routine brake
maint00000265,trk00081,2022-04-09,repair,668685,1.7,166.95,706.96,873.91,chicago,47.5,routine repair
maint00000266,trk00004,2022-04-10,engine,505751,2.5,292.9,169.2,462.1,milwaukee,31.6,scheduled engine
maint00000267,trk00054,2022-04-10,brake,413476,0.6,58.25,303.57,361.82,indianapolis,40.8,routine brake
maint00000268,trk00073,2022-04-11,tire,620980,4.6,416.71,1037.33,1454.04,indianapolis,15.4,routine tire
maint00000269,trk00077,2022-04-11,engine,389597,3.3,381.66,3179.86,3561.52,chicago,37.6,emergency engine
maint00000270,trk00033,2022-04-12,engine,260823,6.8,684.35,3299.24,3983.59,oklahoma city,27.8,routine engine
maint00000271,trk00024,2022-04-12,preventive,177146,4.9,584.66,2567.63,3152.29,philadelphia,4.3,emergency preventive
maint00000272,trk00079,2022-04-12,engine,342458,5.2,589.31,2011.83,2601.14,atlanta,38.2,emergency engine
maint00000273,trk00115,2022-04-12,preventive,269659,1.0,99.47,500.69,600.16,portland,15.6,scheduled preventive
maint00000274,trk00064,2022-04-13,repair,179061,4.2,467.22,2167.38,2634.6,chicago,24.0,emergency repair
maint00000275,trk00099,2022-04-13,inspection,136591,2.5,242.78,88.3,331.08,oklahoma city,39.3,scheduled inspection
maint00000276,trk00024,2022-04-13,preventive,253239,1.6,181.75,1655.39,1837.14,kansas city,25.3,emergency preventive
maint00000277,trk00099,2022-04-14,tire,535601,6.9,849.41,2916.92,3766.33,los angeles,45.0,routine tire
maint00000278,trk00060,2022-04-14,inspection,676931,7.9,744.32,47.48,791.8,atlanta,35.5,routine inspection
maint00000279,trk00087,2022-04-14,transmission,337156,4.6,399.23,2208.92,2608.15,columbus,32.3,scheduled transmission
maint00000280,trk00085,2022-04-14,brake,716972,5.2,555.97,3242.19,3798.16,salt lake city,4.3,scheduled brake
maint00000281,trk00094,2022-04-14,transmission,731052,1.7,169.16,1294.0,1463.16,indianapolis,25.9,emergency transmission
maint00000282,trk00111,2022-04-14,preventive,277003,5.5,654.4,2951.06,3605.46,indianapolis,5.1,emergency preventive
maint00000283,trk00073,2022-04-15,tire,407407,6.0,715.01,987.35,1702.36,phoenix,46.8,emergency tire
maint00000284,trk00013,2022-04-15,repair,188890,4.3,388.19,2315.01,2703.2,denver,2.9,emergency repair
maint00000285,trk00092,2022-04-16,inspection,92386,6.0,519.31,85.77,605.08,portland,20.3,routine inspection
maint00000286,trk00113,2022-04-16,transmission,275140,4.8,443.54,2637.6,3081.14,milwaukee,32.0,scheduled transmission
maint00000287,trk00089,2022-04-16,engine,584444,5.0,549.98,2375.99,2925.97,columbus,46.4,scheduled engine
maint00000288,trk00065,2022-04-16,tire,119254,3.9,413.7,713.33,1127.03,memphis,31.0,emergency tire
maint00000289,trk00018,2022-04-16,preventive,131450,6.2,668.73,257.7,926.43,los angeles,23.4,routine preventive
maint00000290,trk00115,2022-04-17,engine,479192,3.5,385.15,340.01,725.16,salt lake city,45.9,routine engine
maint00000291,trk00042,2022-04-17,tire,701541,3.4,350.83,2166.26,2517.09,nashville,28.2,emergency tire
maint00000292,trk00042,2022-04-17,repair,483464,7.2,839.29,1911.27,2750.56,nashville,11.7,emergency repair
maint00000293,trk00099,2022-04-18,preventive,189349,4.2,367.91,703.9,1071.81,salt lake city,25.4,scheduled preventive
maint00000294,trk00012,2022-04-18,transmission,155159,2.6,293.26,1879.51,2172.77,atlanta,43.2,emergency transmission
maint00000295,trk00009,2022-04-19,engine,350561,4.5,386.85,2023.66,2410.51,kansas city,13.1,routine engine
maint00000296,trk00077,2022-04-19,repair,543405,7.2,726.7,1164.31,1891.01,new york,38.8,emergency repair
maint00000297,trk00002,2022-04-19,tire,540386,5.8,681.88,3046.14,3728.02,portland,8.0,routine tire
maint00000298,trk00038,2022-04-19,repair,537421,3.7,347.12,2133.97,2481.09,miami,8.4,scheduled repair
maint00000299,trk00097,2022-04-20,repair,512913,4.9,440.64,729.08,1169.72,los angeles,7.8,scheduled repair
maint00000300,trk00045,2022-04-20,preventive,659751,0.5,52.82,3454.5,3507.32,philadelphia,25.4,emergency preventive
maint00000301,trk00020,2022-04-20,inspection,54531,3.7,318.6,123.45,442.05,atlanta,30.9,routine inspection
maint00000302,trk00102,2022-04-20,inspection,697623,2.9,309.39,146.7,456.09,chicago,32.6,scheduled inspection
maint00000303,trk00054,2022-04-21,preventive,202227,3.5,342.22,3254.86,3597.08,salt lake city,18.5,routine preventive
maint00000304,trk00088,2022-04-22,preventive,657444,5.7,638.47,1705.56,2344.03,omaha,22.0,scheduled preventive
maint00000305,trk00120,2022-04-22,tire,574594,0.6,74.9,2537.77,2612.67,houston,40.0,routine tire
maint00000306,trk00075,2022-04-23,preventive,579357,2.4,212.65,3435.9,3648.55,atlanta,13.0,emergency preventive
maint00000307,trk00023,2022-04-23,transmission,624651,5.4,573.97,613.06,1187.03,omaha,3.1,scheduled transmission
maint00000308,trk00064,2022-04-24,engine,598548,4.2,384.31,2999.59,3383.9,houston,6.3,scheduled engine
maint00000309,trk00052,2022-04-24,engine,283473,2.0,177.92,2665.76,2843.68,nashville,39.0,emergency engine
maint00000310,trk00025,2022-04-24,tire,99529,7.1,877.67,3146.87,4024.54,oklahoma city,21.4,scheduled tire
maint00000311,trk00030,2022-04-25,tire,401407,6.0,687.77,2993.52,3681.29,oklahoma city,41.0,emergency tire
maint00000312,trk00037,2022-04-25,brake,367898,4.7,535.87,1905.17,2441.04,chicago,16.0,routine brake
maint00000313,trk00045,2022-04-25,transmission,322946,2.5,256.31,2472.59,2728.9,salt lake city,31.3,scheduled transmission
maint00000314,trk00075,2022-04-26,transmission,409806,2.3,257.23,1772.49,2029.72,las vegas,9.6,emergency transmission
maint00000315,trk00032,2022-04-26,transmission,277156,1.8,224.55,2567.41,2791.96,indianapolis,32.9,emergency transmission
maint00000316,trk00053,2022-04-26,engine,678052,2.3,210.94,695.25,906.19,oklahoma city,24.1,emergency engine
maint00000317,trk00103,2022-04-26,inspection,582398,3.0,329.47,5.36,334.83,atlanta,38.6,scheduled inspection
maint00000318,trk00064,2022-04-27,preventive,654447,5.7,704.99,1099.47,1804.46,philadelphia,46.8,emergency preventive
maint00000319,trk00048,2022-04-27,preventive,262310,0.9,91.3,3276.22,3367.52,minneapolis,36.6,scheduled preventive
maint00000320,trk00107,2022-04-27,brake,343541,7.1,826.89,945.03,1771.92,kansas city,9.3,emergency brake
maint00000321,trk00041,2022-04-27,tire,72136,3.5,367.46,2709.94,3077.4,oklahoma city,25.5,routine tire
maint00000322,trk00072,2022-04-28,transmission,664105,3.2,355.63,3463.37,3819.0,houston,45.1,emergency transmission
maint00000323,trk00087,2022-04-28,repair,376356,2.1,242.35,1716.28,1958.63,portland,30.8,routine repair
maint00000324,trk00108,2022-04-28,inspection,109884,8.0,844.59,16.26,860.85,phoenix,38.3,emergency inspection
maint00000325,trk00032,2022-04-28,engine,237377,0.8,72.82,3485.02,3557.84,new york,41.8,scheduled engine
maint00000326,trk00072,2022-04-29,repair,576120,2.3,232.12,579.03,811.15,los angeles,6.8,scheduled repair
maint00000327,trk00048,2022-04-29,inspection,459687,1.6,138.93,73.6,212.53,oklahoma city,20.0,scheduled inspection
maint00000328,trk00102,2022-04-29,engine,586858,3.2,318.17,1164.4,1482.57,portland,3.6,scheduled engine
maint00000329,trk00014,2022-04-29,inspection,94665,6.5,645.32,84.25,729.57,columbus,43.3,scheduled inspection
maint00000330,trk00046,2022-04-30,repair,730087,6.5,589.95,2517.75,3107.7,phoenix,33.3,emergency repair
maint00000331,trk00023,2022-04-30,inspection,488448,7.6,859.82,48.04,907.86,indianapolis,31.9,scheduled inspection
maint00000332,trk00069,2022-04-30,preventive,700141,7.2,654.11,230.73,884.84,los angeles,34.7,scheduled preventive
maint00000333,trk00061,2022-04-30,repair,678529,5.9,549.41,1074.21,1623.62,oklahoma city,16.5,routine repair
maint00000334,trk00047,2022-05-02,preventive,91359,6.9,671.02,2088.83,2759.85,chicago,8.0,emergency preventive
maint00000335,trk00054,2022-05-03,engine,599064,3.3,392.0,3047.84,3439.84,charlotte,17.1,routine engine
maint00000336,trk00086,2022-05-03,tire,226723,6.5,775.66,3233.35,4009.01,new york,35.0,scheduled tire
maint00000337,trk00076,2022-05-03,tire,733671,1.3,132.07,176.52,308.59,oklahoma city,23.5,scheduled tire
maint00000338,trk00089,2022-05-03,brake,644387,4.4,406.37,649.71,1056.08,omaha,42.9,emergency brake
maint00000339,trk00090,2022-05-03,inspection,347092,0.7,79.11,119.05,198.16,omaha,24.3,emergency inspection
maint00000340,trk00046,2022-05-03,repair,175948,4.6,562.42,2356.01,2918.43,kansas city,41.6,emergency repair
maint00000341,trk00016,2022-05-03,repair,578941,6.9,695.1,2203.82,2898.92,dallas,31.6,scheduled repair
maint00000342,trk00117,2022-05-04,transmission,196130,1.3,146.87,1583.97,1730.84,los angeles,21.2,routine transmission
maint00000343,trk00098,2022-05-04,preventive,152597,7.0,803.1,1684.12,2487.22,philadelphia,12.6,emergency preventive
maint00000344,trk00106,2022-05-05,preventive,662463,7.0,755.98,1298.18,2054.16,dallas,17.2,scheduled preventive
maint00000345,trk00071,2022-05-05,transmission,83949,2.1,225.93,1954.58,2180.51,memphis,10.7,emergency transmission
maint00000346,trk00077,2022-05-05,transmission,696003,4.3,444.44,892.14,1336.58,miami,35.7,scheduled transmission
maint00000347,trk00011,2022-05-05,repair,80913,4.5,551.72,547.78,1099.5,houston,4.7,emergency repair
maint00000348,trk00118,2022-05-05,transmission,473374,4.2,494.04,2898.57,3392.61,omaha,23.5,emergency transmission
maint00000349,trk00072,2022-05-05,inspection,318031,0.9,81.34,118.17,199.51,seattle,40.9,emergency inspection
maint00000350,trk00002,2022-05-06,tire,673294,2.0,248.35,3187.79,3436.14,los angeles,41.6,emergency tire
maint00000351,trk00066,2022-05-06,inspection,627584,3.5,415.87,142.55,558.42,kansas city,19.9,routine inspection
maint00000352,trk00037,2022-05-07,inspection,719673,1.9,180.65,35.77,216.42,minneapolis,41.9,routine inspection
maint00000353,trk00032,2022-05-07,repair,52383,3.4,376.75,1775.75,2152.5,minneapolis,20.3,routine repair
maint00000354,trk00016,2022-05-08,repair,192191,2.3,226.1,2482.05,2708.15,charlotte,28.9,routine repair
maint00000355,trk00052,2022-05-09,tire,134678,5.8,600.23,2969.28,3569.51,miami,25.1,routine tire
maint00000356,trk00115,2022-05-09,engine,136199,4.0,394.6,1087.29,1481.89,salt lake city,29.9,emergency engine
maint00000357,trk00033,2022-05-10,engine,486790,2.3,208.01,102.51,310.52,houston,20.4,scheduled engine
maint00000358,trk00034,2022-05-10,tire,349969,1.4,170.51,443.6,614.11,new york,19.6,routine tire
maint00000359,trk00009,2022-05-10,inspection,508816,3.0,349.18,41.34,390.52,philadelphia,32.9,scheduled inspection
maint00000360,trk00003,2022-05-10,engine,448849,2.1,200.6,2441.23,2641.83,portland,26.7,scheduled engine
maint00000361,trk00118,2022-05-10,repair,160813,6.8,620.12,304.17,924.29,las vegas,34.8,scheduled repair
maint00000362,trk00048,2022-05-11,engine,328327,6.5,657.2,3347.35,4004.55,oklahoma city,28.1,scheduled engine
maint00000363,trk00005,2022-05-11,repair,503605,7.4,689.97,639.82,1329.79,dallas,31.3,scheduled repair
maint00000364,trk00091,2022-05-12,engine,461314,6.1,701.85,619.59,1321.44,denver,6.8,emergency engine
maint00000365,trk00069,2022-05-12,transmission,699994,4.0,440.37,400.82,841.19,houston,28.5,emergency transmission
maint00000366,trk00001,2022-05-13,preventive,59181,5.4,580.05,1389.37,1969.42,columbus,43.9,routine preventive
maint00000367,trk00039,2022-05-13,repair,202554,2.8,248.16,611.9,860.06,philadelphia,32.1,emergency repair
maint00000368,trk00113,2022-05-13,engine,618553,4.4,441.92,196.07,637.99,phoenix,21.2,emergency engine
maint00000369,trk00092,2022-05-14,tire,345873,1.5,149.96,3251.49,3401.45,charlotte,16.4,routine tire
maint00000370,trk00030,2022-05-14,preventive,492481,2.5,276.74,1772.24,2048.98,houston,46.8,emergency preventive
maint00000371,trk00095,2022-05-15,tire,410212,7.2,769.68,1568.56,2338.24,memphis,11.5,emergency tire
maint00000372,trk00010,2022-05-15,tire,488359,3.5,386.78,2957.28,3344.06,miami,38.2,scheduled tire
maint00000373,trk00046,2022-05-15,engine,598796,1.6,136.32,2480.54,2616.86,salt lake city,32.5,scheduled engine
maint00000374,trk00078,2022-05-15,tire,221125,5.5,564.04,2143.38,2707.42,omaha,32.0,scheduled tire
maint00000375,trk00016,2022-05-16,transmission,512134,0.5,61.81,1564.62,1626.43,minneapolis,13.3,emergency transmission
maint00000376,trk00012,2022-05-16,preventive,680464,2.8,268.15,2979.13,3247.28,houston,39.1,routine preventive
maint00000377,trk00023,2022-05-17,preventive,197976,1.7,203.78,3444.1,3647.88,phoenix,29.9,emergency preventive
maint00000378,trk00013,2022-05-17,inspection,448636,4.1,419.01,95.31,514.32,columbus,19.6,routine inspection
maint00000379,trk00118,2022-05-18,transmission,241636,3.8,406.86,1612.56,2019.42,new york,20.4,routine transmission
maint00000380,trk00005,2022-05-18,engine,155764,3.7,366.11,2215.43,2581.54,charlotte,31.4,scheduled engine
maint00000381,trk00032,2022-05-18,engine,724306,2.0,237.53,881.97,1119.5,memphis,34.2,scheduled engine
maint00000382,trk00013,2022-05-19,inspection,514760,3.0,318.37,83.98,402.35,houston,21.3,routine inspection
maint00000383,trk00002,2022-05-20,brake,368803,2.7,274.42,3264.56,3538.98,philadelphia,18.1,routine brake
maint00000384,trk00073,2022-05-20,brake,84619,1.2,137.97,3040.05,3178.02,atlanta,15.3,scheduled brake
maint00000385,trk00113,2022-05-20,tire,138702,4.8,513.75,526.88,1040.63,new york,16.0,routine tire
maint00000386,trk00053,2022-05-20,inspection,367328,6.0,580.96,138.75,719.71,seattle,8.4,scheduled inspection
maint00000387,trk00065,2022-05-21,tire,130016,5.3,566.19,2653.69,3219.88,indianapolis,46.5,routine tire
maint00000388,trk00016,2022-05-22,preventive,432410,2.9,247.19,111.92,359.11,charlotte,35.3,routine preventive
maint00000389,trk00079,2022-05-23,preventive,578905,7.9,823.43,1383.07,2206.5,portland,22.1,emergency preventive
maint00000390,trk00003,2022-05-23,brake,623166,1.9,176.91,2946.51,3123.42,omaha,10.5,emergency brake
maint00000391,trk00070,2022-05-23,engine,97444,6.3,760.11,666.53,1426.64,philadelphia,5.0,emergency engine
maint00000392,trk00052,2022-05-23,preventive,297387,6.4,691.02,2343.87,3034.89,milwaukee,29.2,emergency preventive
maint00000393,trk00041,2022-05-24,repair,580111,5.8,513.28,2192.6,2705.88,denver,4.0,routine repair
maint00000394,trk00117,2022-05-24,tire,450456,3.7,409.33,415.03,824.36,nashville,37.2,routine tire
maint00000395,trk00090,2022-05-25,tire,362233,5.2,450.99,3089.63,3540.62,denver,8.7,routine tire
maint00000396,trk00115,2022-05-25,preventive,635410,5.4,655.85,3113.51,3769.36,salt lake city,12.9,emergency preventive
maint00000397,trk00090,2022-05-26,brake,380862,1.3,141.02,732.29,873.31,miami,22.3,routine brake
maint00000398,trk00091,2022-05-27,transmission,709429,6.1,539.54,1867.52,2407.06,philadelphia,2.7,emergency transmission
maint00000399,trk00092,2022-05-28,preventive,468547,7.3,770.75,1413.21,2183.96,houston,7.2,emergency preventive
maint00000400,trk00005,2022-05-28,engine,122491,6.3,675.02,1811.56,2486.58,new york,8.4,routine engine
maint00000401,trk00038,2022-05-28,engine,126461,4.7,412.8,2601.13,3013.93,houston,24.6,scheduled engine
maint00000402,trk00031,2022-05-28,inspection,488381,3.1,299.98,46.38,346.36,phoenix,11.2,scheduled inspection
maint00000403,trk00022,2022-05-28,repair,500859,2.2,236.06,3100.3,3336.36,memphis,38.1,routine repair
maint00000404,trk00062,2022-05-29,preventive,394261,5.1,537.52,255.55,793.07,dallas,13.0,routine preventive
maint00000405,trk00108,2022-05-29,inspection,101479,2.8,279.05,102.02,381.07,oklahoma city,13.3,emergency inspection
maint00000406,trk00048,2022-05-30,inspection,382963,3.9,368.13,89.31,457.44,minneapolis,34.9,routine inspection
maint00000407,trk00054,2022-05-30,tire,518472,0.7,70.21,1151.28,1221.49,houston,14.5,emergency tire
maint00000408,trk00002,2022-05-31,engine,411150,1.1,119.07,527.88,646.95,oklahoma city,29.8,scheduled engine
maint00000409,trk00097,2022-05-31,preventive,745885,2.9,340.91,2924.45,3265.36,atlanta,43.9,routine preventive
maint00000410,trk00048,2022-05-31,repair,395916,2.6,307.45,676.83,984.28,miami,23.0,scheduled repair
maint00000411,trk00039,2022-05-31,repair,336154,0.6,56.72,2908.2,2964.92,minneapolis,22.3,emergency repair
maint00000412,trk00095,2022-05-31,repair,77615,6.4,690.47,3055.27,3745.74,philadelphia,22.2,routine repair
maint00000413,trk00118,2022-06-01,engine,533931,2.0,171.13,1868.74,2039.87,chicago,9.1,emergency engine
maint00000414,trk00029,2022-06-01,transmission,467053,1.7,200.03,2042.54,2242.57,los angeles,12.4,scheduled transmission
maint00000415,trk00063,2022-06-01,engine,548547,7.7,948.91,758.88,1707.79,los angeles,34.3,scheduled engine
maint00000416,trk00022,2022-06-01,transmission,657090,5.3,516.41,449.75,966.16,denver,46.2,routine transmission
maint00000417,trk00103,2022-06-02,repair,355593,2.6,286.07,1945.37,2231.44,houston,30.1,emergency repair
